subtype_id,domain_id,cluster_id,hierarchy_id,subtype_code,name_ko,definition,is_primary,label_status,evidence_boundary,weighted_prevalence_low,weighted_prevalence_base,weighted_prevalence_high,effective_sample_size,entropy,stability_score,hard_support,confidence_score,confidence_grade
DOM-06-SUB-01,DOM-06,DOM-06-CLU-01,H-DOM-06-CLU-01,grocery_home_meals.subtype_01,가족 건강 중심 식료품·가정식,가족 건강 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.09915103145843632,0.18384487962469992,0.26853872779096355,197.04118736868799,0.1804056787540447,0.24157854573998824,189,37,D
DOM-06-SUB-02,DOM-06,DOM-06-CLU-02,H-DOM-06-CLU-02,grocery_home_meals.subtype_02,예산 관리 중심 식료품·가정식,예산 관리 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.3954997976018927,0.487168411606348,0.5788370256108033,535.6012298975867,0.1804056787540447,0.24157854573998824,494,38,D
DOM-06-SUB-03,DOM-06,DOM-06-CLU-03,H-DOM-06-CLU-03,grocery_home_meals.subtype_03,조리 편의 중심 식료품·가정식,조리 편의 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.1841455045459567,0.2724266817240082,0.3607078589020597,329.3406527544725,0.1804056787540447,0.24157854573998824,260,38,D
DOM-06-SUB-04,DOM-06,DOM-06-CLU-04,H-DOM-06-CLU-04,grocery_home_meals.subtype_04,신선도·품질 중심 식료품·가정식,신선도·품질 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.0,0.056560027044943915,0.1315581025949997,56.91874239878593,0.1804056787540447,0.24157854573998824,57,35,D
DOM-07-SUB-01,DOM-07,DOM-07-CLU-01,H-DOM-07-CLU-01,dining_delivery_cafe.subtype_01,편의 중심 외식·배달·카페,편의 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.0369626573762306,0.10653929115155018,0.17611592492686978,113.02474931744693,0.14975590899775384,0.3694376271639368,111,38,D
DOM-07-SUB-02,DOM-07,DOM-07-CLU-02,H-DOM-07-CLU-02,dining_delivery_cafe.subtype_02,맛 탐색 중심 외식·배달·카페,맛 탐색 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.22200988134045385,0.3008954569055809,0.37978103247070794,335.18074390781135,0.14975590899775384,0.3694376271639368,305,40,D
DOM-07-SUB-03,DOM-07,DOM-07-CLU-03,H-DOM-07-CLU-03,dining_delivery_cafe.subtype_03,사회적 교류 중심 외식·배달·카페,사회적 교류 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.03478501722772656,0.10417303419904358,0.1735610511703606,110.25901133880758,0.14975590899775384,0.3694376271639368,107,38,D
DOM-07-SUB-04,DOM-07,DOM-07-CLU-04,H-DOM-07-CLU-04,dining_delivery_cafe.subtype_04,보상·기분전환 중심 외식·배달·카페,보상·기분전환 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.3164477129708492,0.39723563481978474,0.47802355666872026,431.8348477950237,0.14975590899775384,0.3694376271639368,388,40,D
DOM-07-SUB-05,DOM-07,DOM-07-CLU-05,H-DOM-07-CLU-05,dining_delivery_cafe.subtype_05,편의 중심 외식·배달·카페,편의 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.02286323747775415,0.09115658292404052,0.1594499283703269,102.34438119971449,0.14975590899775384,0.3694376271639368,89,38,D
DOM-08-SUB-01,DOM-08,DOM-08-CLU-01,H-DOM-08-CLU-01,fashion_resale.subtype_01,자기표현 중심 패션·리셀,자기표현 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.5694225280629502,0.6490968526818679,0.7287711773007856,656.023530885931,0.045496318669146656,0.37587277062986185,642,42,D
DOM-08-SUB-02,DOM-08,DOM-08-CLU-02,H-DOM-08-CLU-02,fashion_resale.subtype_02,기능성 중심 패션·리셀,기능성 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.14096245483179198,0.21656393988034425,0.2921654249288965,223.7107122161562,0.045496318669146656,0.37587277062986185,214,40,D
DOM-08-SUB-03,DOM-08,DOM-08-CLU-03,H-DOM-08-CLU-03,fashion_resale.subtype_03,희소성 중심 패션·리셀,희소성 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.06315563038067679,0.13433920743778777,0.20552278449489875,133.8677374753496,0.045496318669146656,0.37587277062986185,134,39,D
DOM-09-SUB-01,DOM-09,DOM-09-CLU-01,H-DOM-09-CLU-01,beauty_personal_care.subtype_01,건강한 외관 중심 뷰티·개인관리,건강한 외관 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.0,0.05946386086520526,0.13170450027169592,60.3935871655168,0.06361970147238069,0.2803039380120267,59,36,D
DOM-09-SUB-02,DOM-09,DOM-09-CLU-02,H-DOM-09-CLU-02,beauty_personal_care.subtype_02,자기표현 중심 뷰티·개인관리,자기표현 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.5186820438079603,0.6065508715663943,0.6944196993248283,624.2904909841324,0.06361970147238069,0.2803039380120267,602,40,D
DOM-09-SUB-03,DOM-09,DOM-09-CLU-03,H-DOM-09-CLU-03,beauty_personal_care.subtype_03,문제 해결 중심 뷰티·개인관리,문제 해결 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.04446665182617886,0.12236355757283567,0.2002604633194925,131.2687563844426,0.06361970147238069,0.2803039380120267,127,37,D
DOM-09-SUB-04,DOM-09,DOM-09-CLU-04,H-DOM-09-CLU-04,beauty_personal_care.subtype_04,휴식·돌봄 중심 뷰티·개인관리,휴식·돌봄 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.0,0.05963222313802586,0.13189229411130976,61.07900335628008,0.06361970147238069,0.2803039380120267,61,36,D
DOM-09-SUB-05,DOM-09,DOM-09-CLU-05,H-DOM-09-CLU-05,beauty_personal_care.subtype_05,건강한 외관 중심 뷰티·개인관리,건강한 외관 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.07215130790407495,0.1519894868575392,0.23182766581100347,159.04321304322394,0.06361970147238069,0.2803039380120267,151,37,D
DOM-10-SUB-01,DOM-10,DOM-10-CLU-01,H-DOM-10-CLU-01,travel_hospitality.subtype_01,일상 탈출 중심 여행·숙박,일상 탈출 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.5099679570992387,0.606727573423351,0.7034871897474634,630.0347705338907,0.07904448598179752,0.16913389616580587,614,37,D
DOM-10-SUB-02,DOM-10,DOM-10-CLU-02,H-DOM-10-CLU-02,travel_hospitality.subtype_02,관계 강화 중심 여행·숙박,관계 강화 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.033537078297464606,0.12016944852085071,0.2068018187442368,127.52064660636329,0.07904448598179752,0.16913389616580587,124,34,E
DOM-10-SUB-03,DOM-10,DOM-10-CLU-03,H-DOM-10-CLU-03,travel_hospitality.subtype_03,문화 탐색 중심 여행·숙박,문화 탐색 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.00410507130389598,0.088155429587096,0.17220578787029603,86.77437336812926,0.07904448598179752,0.16913389616580587,84,33,E
DOM-10-SUB-04,DOM-10,DOM-10-CLU-04,H-DOM-10-CLU-04,travel_hospitality.subtype_04,휴식 중심 여행·숙박,휴식 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.0,0.04629863783764709,0.12579811377837657,46.191074220366815,0.07904448598179752,0.16913389616580587,46,32,E
DOM-10-SUB-05,DOM-10,DOM-10-CLU-05,H-DOM-10-CLU-05,travel_hospitality.subtype_05,일상 탈출 중심 여행·숙박,일상 탈출 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.050750287245182435,0.13864891063105517,0.2265475340169279,152.5319082346011,0.07904448598179752,0.16913389616580587,132,34,E
DOM-11-SUB-01,DOM-11,DOM-11-CLU-01,H-DOM-11-CLU-01,sports_outdoor.subtype_01,건강 중심 스포츠·아웃도어,건강 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.01386475883402144,0.08715723401270925,0.16044970919139706,86.66208137446677,0.13928592119750602,0.3024797316339519,86,36,D
DOM-11-SUB-02,DOM-11,DOM-11-CLU-02,H-DOM-11-CLU-02,sports_outdoor.subtype_02,성취 중심 스포츠·아웃도어,성취 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.1184402571621159,0.19899918712514764,0.27955811708817935,205.33333684705033,0.13928592119750602,0.3024797316339519,196,38,D
DOM-11-SUB-03,DOM-11,DOM-11-CLU-03,H-DOM-11-CLU-03,sports_outdoor.subtype_03,사회적 연결 중심 스포츠·아웃도어,사회적 연결 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.0,0.06547785389957442,0.13661869676500982,67.95657795813176,0.13928592119750602,0.3024797316339519,67,36,D
DOM-11-SUB-04,DOM-11,DOM-11-CLU-04,H-DOM-11-CLU-04,sports_outdoor.subtype_04,야외 회복 중심 스포츠·아웃도어,야외 회복 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.3352170843413217,0.42164055426851943,0.5080640241957172,461.35525556264884,0.13928592119750602,0.3024797316339519,417,39,D
DOM-11-SUB-05,DOM-11,DOM-11-CLU-05,H-DOM-11-CLU-05,sports_outdoor.subtype_05,건강 중심 스포츠·아웃도어,건강 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.1449591603899038,0.22672517069404927,0.3084911809981947,267.7200203065736,0.13928592119750602,0.3024797316339519,234,38,D
DOM-12-SUB-01,DOM-12,DOM-12-CLU-01,H-DOM-12-CLU-01,hobbies_creation.subtype_01,자기표현 중심 취미·창작,자기표현 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.5551717489922109,0.6180156625772018,0.6808595761621926,650.5791757525901,0.10114624130017225,0.5910641923519209,626,46,D
DOM-12-SUB-02,DOM-12,DOM-12-CLU-02,H-DOM-12-CLU-02,hobbies_creation.subtype_02,숙련 중심 취미·창작,숙련 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.010959939325784311,0.05819173468858125,0.1054235300513782,60.87763235250224,0.10114624130017225,0.5910641923519209,60,42,D
DOM-12-SUB-03,DOM-12,DOM-12-CLU-03,H-DOM-12-CLU-03,hobbies_creation.subtype_03,몰입·회복 중심 취미·창작,몰입·회복 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.26206181949449014,0.3237926027342169,0.38552338597394364,352.81689459293125,0.10114624130017225,0.5910641923519209,314,45,D
DOM-13-SUB-01,DOM-13,DOM-13-CLU-01,H-DOM-13-CLU-01,pets.subtype_01,동반자 관계 중심 반려동물,동반자 관계 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.3411838057208497,0.42786985717409903,0.5145559086273483,470.11756050108283,0.11970918572894461,0.2999318395287362,431,39,D
DOM-13-SUB-02,DOM-13,DOM-13-CLU-02,H-DOM-13-CLU-02,pets.subtype_02,건강 보호 중심 반려동물,건강 보호 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.08712435318542347,0.16621439134132435,0.24530442949722522,168.59177784308037,0.11970918572894461,0.2999318395287362,164,37,D
DOM-13-SUB-03,DOM-13,DOM-13-CLU-03,H-DOM-13-CLU-03,pets.subtype_03,양육 편의 중심 반려동물,양육 편의 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.21934780718586808,0.3038733576853381,0.38839890818480804,327.3639618129266,0.11970918572894461,0.2999318395287362,300,39,D
DOM-13-SUB-04,DOM-13,DOM-13-CLU-04,H-DOM-13-CLU-04,pets.subtype_04,즐거운 활동 중심 반려동물,즐거운 활동 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.027266312908411125,0.10204239379923859,0.17681847469006606,108.16027664462972,0.11970918572894461,0.2999318395287362,105,37,D
DOM-14-SUB-01,DOM-14,DOM-14-CLU-01,H-DOM-14-CLU-01,housing_home_services.subtype_01,안전 중심 주거·홈서비스,안전 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.2762340591633317,0.35488177927714,0.43352949939094826,405.79731950054907,0.2615631493801542,0.38778468906923064,348,41,D
DOM-14-SUB-02,DOM-14,DOM-14-CLU-02,H-DOM-14-CLU-02,housing_home_services.subtype_02,편의 중심 주거·홈서비스,편의 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.255611673977685,0.3338317060267397,0.4120517380757944,417.41034954810857,0.2615631493801542,0.38778468906923064,336,41,D
DOM-14-SUB-03,DOM-14,DOM-14-CLU-03,H-DOM-14-CLU-03,housing_home_services.subtype_03,공간 개선 중심 주거·홈서비스,공간 개선 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.23359733664613064,0.3112865146961205,0.3889756927461104,356.21716224778197,0.2615631493801542,0.38778468906923064,316,41,D
DOM-15-SUB-01,DOM-15,DOM-15-CLU-01,H-DOM-15-CLU-01,mobility_automotive.subtype_01,시간 절약 중심 모빌리티·자동차,시간 절약 동기와 군집 대비어를 바탕으로 군집 적합 후 명명한 primary subtype,true,post_hoc_interpreted,관측: 합성 성인 내러티브·구조 필드와 공식 보정가중치. 추론: 동기 라벨. 실재 개인의 속성으로 간주 금지.,0.5480962537649376,0.621118086743355,0.6941399197217724,630.4235086826316,0.025317052682392205,0.46324637903045623,622,43,D
